year,Base case cost,Modeled non-residential ashp
2017,49873622.4523,49875314.3656
2018,55838951.432,54987410.64
2019,64111018.8995,62108214.0163
2020,68332273.5798,65706288.445
2021,71214647.8008,68143014.512
2022,73271757.3421,69856847.9876
2023,74893760.2027,71187823.6117
2024,76136737.5183,72191971.4768
2025,77529140.8647,73322586.8264
2026,79326467.7029,74810082.9474
2027,80962160.7456,76162961.5004
2028,82195410.0645,77165401.6302
2029,83576301.3612,78267301.7201
2030,84408991.4627,78897951.8027
2031,86269767.0269,80433311.3365
