year,Base case cost,Modeled residential ashp
2017,49873622.4523,54830220.8479
2018,55838951.432,56906810.9375
2019,64111018.8995,60010861.9539
2020,68332273.5798,61344521.8357
2021,71214647.8008,62109045.5358
2022,73271757.3421,62494065.5061
2023,74893760.2027,62673644.9579
2024,76136737.5183,62703539.1246
2025,77529140.8647,62788239.7301
2026,79326467.7029,63075052.8984
2027,80962160.7456,63320759.4135
2028,82195410.0645,63392133.4817
2029,83576301.3612,63407449.2116
2030,84408991.4627,63209983.4235
2031,86269767.0269,63512702.4654
