year,Base case cost,Modeled transmission and interties
2021,507926.993431,2062220.41218
2022,525191.069994,2062060.915
2023,540288.436083,2058554.19296
2024,553170.218527,2053012.56075
2025,567246.431592,2049309.91555
2026,584536.425746,2049787.73643
2027,600977.063468,2049766.46825
2028,614498.64012,2046824.6645
2029,632720.186487,2049738.5554
2030,645481.267015,2046807.32155
2031,664448.499455,2051442.02434
2032,683655.654723,2056761.42033
2033,703102.732819,2062755.92311
2034,724628.401586,2071545.07308
2035,740107.866992,2073751.84009
2036,762508.069277,2084315.0512
2037,778749.511812,2088148.90636
2038,801675.470911,2100034.26532
2039,822195.537208,2109518.02803
2040,847254.884167,2122899.64018
