year,Base case cost,Modeled residential ashp
2017,1150766.51947,1682596.10049
2018,1247765.93695,1757561.71678
2019,1373782.25442,1858225.05357
2020,1446846.60221,1913687.69683
2021,1514219.90147,1965666.18835
2022,1562602.6591,2000529.3403
2023,1614464.62851,2039763.78202
2024,1661860.41792,2075418.48475
2025,1704531.66586,2106252.23049
2026,1761308.78558,2150764.2727
2027,1816219.85529,2193954.79147
2028,1866285.40501,2233164.9741
2029,1925593.02473,2280848.48417
2030,1974102.9246,2319241.13022
2031,2043649.80625,2377566.5676
