year,Base case cost,Modeled non-residential ashp
2017,1150766.51947,1245406.20765
2018,1247765.93695,1338568.1182
2019,1373782.25442,1460137.91174
2020,1446846.60221,1530164.17894
2021,1514219.90147,1594897.58724
2022,1562602.6591,1640978.29208
2023,1614464.62851,1690696.98367
2024,1661860.41792,1736107.33176
2025,1704531.66586,1776771.9562
2026,1761308.78558,1831461.00787
2027,1816219.85529,1884379.79322
2028,1866285.40501,1932607.3562
2029,1925593.02473,1989933.61618
2030,1974102.9246,2036733.5413
2031,2043649.80625,2104366.09894
