year,Base case cost,Modeled transmission and interties
2021,184128.515003,1881267.72462
2022,195420.199479,1893239.95082
2023,205592.731878,1904481.90398
2024,214362.972247,1913944.83615
2025,223082.736413,1923591.36317
2026,231804.866651,1932439.51099
2027,240063.246768,1941571.14864
2028,247984.855965,1950206.48844
2029,250330.422049,1952989.48248
2030,251951.970089,1954466.28904
2031,258495.736667,1961506.49829
2032,269049.206665,1972934.01855
2033,281168.227664,1986070.02454
2034,293588.528504,1999035.25559
2035,301342.935276,2007972.54628
2036,309855.273793,2017294.03918
2037,313441.450318,2020538.15607
2038,320019.130595,2027745.48721
2039,327097.629454,2035080.10742
2040,337827.766165,2046956.67022
