year,annotation,diesel generation efficiency
2002,,12.67
2003,,12.97
2004,,12.73
2005,,13.74
2006,,14.72
2007,,11.4
2008,,11.03
2009,,11.32
2010,,11.34
2011,,11.11
2012,,11.73
2013,,12.34
2014,,11.89
2015,,12.26
2016,start of forecast,12.16
2017,,12.16
2018,,12.16
2019,,12.16
2020,,12.16
2021,,12.16
2022,,12.16
2023,,12.16
2024,,12.16
2025,,12.16
2026,,12.16
2027,,12.16
2028,,12.16
2029,,12.16
2030,,12.16
2031,,12.16
2032,,12.16
2033,,12.16
2034,,12.16
2035,,12.16
2036,,12.16
2037,,12.16
2038,,12.16
2039,,12.16
2040,,12.16
