year,Base case cost,Modeled residential ashp
2017,218075.907973,369188.95192
2018,235204.255526,382240.442496
2019,269827.631721,412345.872537
2020,281410.718583,420448.339082
2021,289615.40511,425486.347961
2022,295889.577161,428798.062033
2023,299750.606115,429935.545889
2024,303129.006449,430683.561916
2025,307472.664022,432380.371609
2026,312298.950215,434578.135855
2027,329567.569842,449307.475249
2028,333083.872326,450408.589225
2029,338107.161588,452959.087112
2030,341121.135146,453694.147968
2031,346144.424409,456342.478058
