year,Base case cost,Modeled non-residential ashp
2017,242125.134069,307791.349202
2018,261142.381256,325087.487105
2019,287355.343594,349319.091529
2020,299690.855283,360241.4066
2021,308428.509396,367729.140279
2022,315110.244894,373263.067306
2023,319222.082124,376348.928392
2024,322819.9397,378961.283394
2025,327445.756583,382580.942063
2026,332585.55312,386713.679291
2027,337211.370003,390371.519349
2028,340809.227579,393060.258604
2029,345949.024116,397248.272764
2030,349032.902039,399478.80971
2031,354172.698576,403701.54964
