year,annotation,consumption,consumption residential,consumption non-residential
2003,,368006.0,133327.0,234679.0
2004,,357135.0,136634.0,220501.0
2005,,334469.0,127527.0,206942.0
2006,,348065.0,131403.0,216662.0
2007,,353347.0,131838.0,221509.0
2008,,335994.0,124452.0,211542.0
2009,,345827.0,133539.0,212288.0
2010,,354246.0,122481.0,231765.0
2011,,345485.0,114954.0,230531.0
2012,,338761.0,110229.0,228532.0
2013,,352404.0,116137.0,236267.0
2014,,347630.0,118331.0,229299.0
2015,,351565.0,120114.0,231451.0
2016,start of forecast,351608.0,119269.0,232339.0
2017,,351724.0,119385.0,232339.0
2018,,351832.0,119493.0,232339.0
2019,,351946.0,119607.0,232339.0
2020,,352052.0,119713.0,232339.0
2021,,352163.0,119824.0,232339.0
2022,,352251.0,119912.0,232339.0
2023,,352305.0,119966.0,232339.0
2024,,352370.0,120031.0,232339.0
2025,,352432.0,120093.0,232339.0
2026,,352523.0,120184.0,232339.0
2027,,352617.0,120278.0,232339.0
2028,,352707.0,120368.0,232339.0
2029,,352783.0,120444.0,232339.0
2030,,352855.0,120516.0,232339.0
2031,,352940.0,120601.0,232339.0
2032,,353024.0,120685.0,232339.0
2033,,353084.0,120745.0,232339.0
2034,,353120.0,120781.0,232339.0
2035,,353179.0,120840.0,232339.0
2036,,353198.0,120859.0,232339.0
2037,,353222.0,120883.0,232339.0
2038,,353241.0,120902.0,232339.0
2039,,353258.0,120919.0,232339.0
2040,,353288.0,120949.0,232339.0
