year,Base case cost,Modeled residential ashp
2017,85849.5600714,153498.957324
2018,95246.2100714,156303.390645
2019,110687.09396,163092.395303
2020,116925.74396,164485.280059
2021,121500.75396,165069.451581
2022,124828.03396,165084.369169
2023,127323.49396,164702.246677
2024,129403.04396,164151.376428
2025,131482.59396,163660.072164
2026,134393.96396,163607.394472
2027,136889.42396,163372.145576
2028,138968.97396,162975.917905
2029,138961.060071,160316.880553
2030,138062.446183,157207.176745
2031,140870.776183,157220.462468
