year,Base case cost,Modeled non-residential ashp
2017,85849.5600714,98336.2120097
2018,95246.2100714,106325.938373
2019,110687.09396,119841.385195
2020,116925.74396,125094.858584
2021,121500.75396,128888.682783
2022,124828.03396,131600.095316
2023,127323.49396,133579.552135
2024,129403.04396,135199.832282
2025,131482.59396,136833.717494
2026,134393.96396,139195.637657
2027,136889.42396,141193.588173
2028,138968.97396,142836.392638
2029,138961.060071,142344.042708
2030,138062.446183,141064.570964
2031,140870.776183,143344.731316
