year,Base case cost,Modeled non-residential ashp
2017,111154.162479,287297.691675
2018,124122.679432,284008.128955
2019,141846.319268,280883.601908
2020,150491.997236,277681.733491
2021,156543.971814,274513.347274
2022,161299.094697,271399.143777
2023,164325.081986,268329.810966
2024,166918.785376,265326.134282
2025,169944.772665,262401.426886
2026,173835.327751,259561.528091
2027,177293.598939,256782.260414
2028,179887.302329,254054.512637
2029,183345.573517,251406.781194
2030,185506.993009,248799.972825
2031,189829.831993,246292.711941
