year,Base case cost,Modeled non-residential ashp
2017,28477.212057,66526.066152
2018,30301.1084092,66857.84776
2019,32831.0291559,67679.2082893
2020,34007.7364799,67621.8617282
2021,34831.4316067,67349.6975167
2022,35419.7852688,66940.4149834
2023,35831.6328322,66432.644199
2024,36184.6450294,65904.1057451
2025,36596.4925928,65432.5306325
2026,37126.0108886,65056.5798276
2027,37537.858452,64619.523654
2028,37890.8706492,64160.0424416
2029,38420.3889451,63834.0662478
2030,38655.7304099,63328.5731349
2031,39185.2487057,63033.9917092
