year,Base case cost,Modeled residential ashp
2017,66398.0013362,328761.776339
2018,71467.2320557,322757.081657
2019,78319.0026969,316863.058995
2020,82042.5504863,311477.128667
2021,84968.3777625,306346.416498
2022,88312.7087374,302380.285476
2023,90305.2194417,297653.391101
2024,92170.0620067,293083.178157
2025,94205.3834752,288661.161856
2026,96568.9780799,284390.339589
2027,98651.8670641,280265.818075
2028,100600.745574,276279.635816
2029,104077.444162,273483.748416
2030,106798.468848,270805.999856
2031,109317.450671,267279.703046
