year,Base case cost,Modeled transmission and interties
2021,378566.342943,1763501.84335
2022,386909.164814,1750769.6351
2023,392131.828908,1735973.0794
2024,396284.038873,1720139.12411
2025,401377.096413,1705682.32691
2026,407074.984538,1692250.97097
2027,412001.633664,1678530.2665
2028,415880.229792,1664226.40176
2029,421936.536041,1652449.33349
2030,421638.920992,1635362.65378
2031,427468.015751,1624178.49619
2032,433181.904685,1613276.4544
2033,438780.587793,1602647.29791
2034,445961.750923,1593936.31143
2035,447766.642191,1580362.87031
2036,453032.508469,1570946.57601
2037,455423.029351,1558654.15905
2038,461284.125729,1550077.32053
2039,465329.130272,1540064.20512
2040,471076.620905,1532027.53494
