year,Base case cost,Modeled residential ashp
2017,45189.2240374,88530.019894
2018,48622.1080087,85839.0758619
2019,54295.4564687,84288.9224043
2020,56482.8654872,81730.3749256
2021,59079.5776998,80309.4129917
2022,60238.7957883,77844.8678623
2023,60952.1607659,75410.1777443
2024,62823.3534058,74191.4926614
2025,63550.1124751,71885.187997
2026,64549.4061953,69657.219934
2027,65367.0101482,67468.1977947
2028,67219.3511471,66533.2784101
2029,68144.5425983,64473.2011058
2030,68699.657469,62426.4154324
2031,69624.8489201,60466.0773226
