year,Base case cost,Modeled residential ashp
2017,232624.914143,358645.648712
2018,251013.692558,368898.701284
2019,276954.621766,384271.226127
2020,289213.990974,390507.835518
2021,297699.000182,394257.524261
2022,303831.490182,396475.741949
2023,308070.52939,397465.390057
2024,311844.28939,398188.29961
2025,322937.979012,406118.46266
2026,328232.50822,407980.69555
2027,333051.80822,409563.256441
2028,336425.31822,410204.834975
2029,341726.54822,412192.319877
2030,344618.12822,412583.330751
2031,349919.35822,414645.291261
