year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,70000.0,70000.0,0.0
2004,,73000.0,73000.0,0.0
2005,,73000.0,73000.0,0.0
2006,,85000.0,85000.0,0.0
2007,,117000.0,65000.0,52000.0
2008,,80000.0,21000.0,59000.0
2009,,102000.0,53000.0,49000.0
2010,,108000.0,56000.0,52000.0
2011,,110000.0,57000.0,53000.0
2012,start of forecast,106336.0,55003.0,51333.0
2013,,106679.0,55346.0,51333.0
2014,,107036.0,55702.0,51333.0
2015,,107448.0,56115.0,51333.0
2016,,107899.0,56565.0,51333.0
2017,,108300.0,56967.0,51333.0
2018,,108674.0,57340.0,51333.0
2019,,109001.0,57667.0,51333.0
2020,,109290.0,57957.0,51333.0
2021,,109533.0,58199.0,51333.0
2022,,109694.0,58361.0,51333.0
2023,,109816.0,58483.0,51333.0
2024,,109855.0,58522.0,51333.0
2025,,109912.0,58579.0,51333.0
2026,,109992.0,58659.0,51333.0
2027,,110061.0,58728.0,51333.0
2028,,110154.0,58821.0,51333.0
2029,,110171.0,58837.0,51333.0
2030,,110160.0,58826.0,51333.0
2031,,110092.0,58759.0,51333.0
2032,,110020.0,58687.0,51333.0
2033,,109914.0,58581.0,51333.0
2034,,109809.0,58476.0,51333.0
2035,,109734.0,58401.0,51333.0
2036,,109572.0,58238.0,51333.0
2037,,109387.0,58054.0,51333.0
2038,,109156.0,57823.0,51333.0
2039,,108933.0,57600.0,51333.0
2040,,108705.0,57372.0,51333.0
