year,Base case cost,Modeled residential ashp
2017,81401.3781367,256996.294588
2018,86883.3041142,242140.695032
2019,95215.2583868,225687.445503
2020,99180.2453263,213904.911325
2021,104019.940187,205517.612832
2022,106732.519486,196123.632654
2023,109588.163192,188919.050908
2024,111545.342366,180997.277771
2025,114671.473041,173956.303767
2026,119008.021595,167833.446498
2027,122230.907158,161230.927688
2028,125273.149578,155077.810086
2029,127590.659546,147895.786417
2030,130469.536482,142362.713855
2031,134068.302731,136307.543468
