year,Base case cost,Modeled non-residential ashp
2017,357195.024188,456915.526945
2018,377720.80371,475488.277099
2019,406854.168193,502560.052867
2020,420096.606594,514047.468283
2021,429366.313475,521665.475687
2022,435987.532675,526714.991536
2023,441284.508036,530496.952003
2024,445257.239556,533010.555488
2025,449892.092997,536207.65468
2026,455851.190277,540738.363614
2027,460486.043718,543998.421743
2028,464458.775238,546637.978515
2029,469755.750599,550608.957461
2030,473066.360199,552656.270807
2031,479025.457479,557335.389074
