year,Base case cost,Modeled residential ashp
2017,1260733.9942,967897.376748
2018,1429998.06935,1069110.72292
2019,1641958.75277,1190337.10103
2020,1755736.66486,1258747.86048
2021,1841644.61258,1314411.03976
2022,1903206.33263,1350768.78612
2023,1942211.3583,1374651.42757
2024,1965861.95824,1385700.04067
2025,2000734.11302,1402929.41386
2026,2041075.06429,1423107.18618
2027,2085477.2435,1452386.98117
2028,2124936.6081,1476723.96155
2029,2105695.24654,1439839.8184
2030,2084393.20419,1408456.18658
2031,2100149.74396,1404049.54739
