year,annotation,consumption,consumption residential,consumption non-residential
2003,,11221545.0,4547097.0,6674448.0
2004,,11586752.0,4571321.0,7015431.0
2005,,11768164.0,4630078.0,7138086.0
2006,,11940799.0,4835255.0,7105544.0
2007,,12157720.0,5006183.0,7151537.0
2008,,12521671.0,5263776.0,7257895.0
2009,,12468665.0,5435270.0,7033395.0
2010,,12330616.0,5328783.0,7001833.0
2011,,12769099.0,5533577.0,7235522.0
2012,,12388928.0,5520502.0,6868426.0
2013,,12453157.0,5564235.0,6888922.0
2014,start of forecast,12508137.0,5510514.0,6997623.0
2015,,12506998.0,5509374.0,6997623.0
2016,,12495719.0,5498096.0,6997623.0
2017,,12478369.0,5480746.0,6997623.0
2018,,12459414.0,5461790.0,6997623.0
2019,,12441861.0,5444238.0,6997623.0
2020,,12418794.0,5421171.0,6997623.0
2021,,12389047.0,5391424.0,6997623.0
2022,,12358697.0,5361073.0,6997623.0
2023,,12324599.0,5326975.0,6997623.0
2024,,12288322.0,5290698.0,6997623.0
2025,,12247922.0,5250298.0,6997623.0
2026,,12204862.0,5207238.0,6997623.0
2027,,12157971.0,5160348.0,6997623.0
2028,,12109803.0,5112179.0,6997623.0
2029,,12083428.0,5085805.0,6997623.0
2030,,12052051.0,5054427.0,6997623.0
2031,,12017997.0,5020374.0,6997623.0
2032,,11971669.0,4974046.0,6997623.0
2033,,11924583.0,4926960.0,6997623.0
2034,,11881252.0,4883628.0,6997623.0
2035,,11845565.0,4847942.0,6997623.0
2036,,11819599.0,4821975.0,6997623.0
2037,,11803041.0,4805418.0,6997623.0
2038,,11789049.0,4791425.0,6997623.0
2039,,11778741.0,4781117.0,6997623.0
2040,,11765991.0,4768368.0,6997623.0
