year,Base case cost,Modeled non-residential ashp
2017,67363.296366,85337.4687444
2018,75141.6221481,92376.0343647
2019,86322.9654598,102493.972444
2020,91670.564435,107332.986308
2021,95316.6546454,110632.313942
2022,98233.5268137,113271.77605
2023,100178.108259,115031.417455
2024,101636.544343,116351.148509
2025,103581.125789,118110.789914
2026,106011.852596,120310.34167
2027,107956.434041,122069.983075
2028,109657.942806,123609.669305
2029,111845.596932,125589.265885
2030,113060.960336,126689.041764
2031,115734.759823,129108.548696
