year,Base case cost,Modeled non-residential ashp
2017,2396904.48732,2421664.10077
2018,2684031.64242,2625486.72737
2019,3078831.48069,2905742.83894
2020,3267258.67622,3039501.43765
2021,3392876.80658,3128673.83679
2022,3500549.48974,3205107.32176
2023,3563358.55492,3249693.52133
2024,3626167.6201,3294279.7209
2025,3688976.68528,3338865.92046
2026,3769731.19765,3396191.0342
2027,3841512.98643,3447146.69085
2028,3904322.0516,3491732.89041
2029,3985076.56398,3549058.00414
2030,4029940.18196,3580905.28955
2031,4119667.41793,3644599.86036
