year,Base case cost,Modeled non-residential ashp
2017,909922.353452,1337732.91568
2018,995151.802291,1420577.7739
2019,1111947.71366,1534105.91294
2020,1171923.99247,1592404.14651
2021,1209803.74751,1629224.08349
2022,1241370.21005,1659907.36431
2023,1260310.08757,1678317.33281
2024,1279249.96509,1696727.3013
2025,1298189.84261,1715137.26979
2026,1323443.01263,1739683.89445
2027,1345539.53641,1761162.19103
2028,1364479.41393,1779572.15952
2029,1386575.9377,1801050.4561
2030,1402359.16897,1816392.09651
2031,1427612.33899,1840938.72116
