year,Base case cost,Modeled non-residential ashp
2017,336779.521048,406271.28273
2018,358139.057577,426726.213492
2019,388042.408719,455363.116558
2020,401570.115187,468317.906041
2021,410825.91435,477181.709371
2022,417945.75986,484000.019625
2023,422929.651717,488772.836803
2024,427201.559023,492863.822955
2025,432185.45088,497636.640133
2026,437881.327288,503091.288336
2027,442865.219145,507864.105514
2028,447137.126451,511955.091667
2029,452833.002859,517409.73987
2030,455680.941062,520137.063971
2031,462088.802021,526273.5432
