year,Base case cost,Modeled non-residential ashp
2017,589865.058962,648557.11217
2018,629589.160248,684526.628648
2019,689965.640484,739646.690153
2020,718697.429901,765975.545293
2021,753767.682516,799393.780593
2022,773424.054247,817698.501792
2023,794117.124577,837640.655161
2024,808299.582366,851072.195988
2025,830952.703193,872824.216461
2026,862376.968079,903197.197601
2027,885731.211288,925650.340457
2028,907776.446215,946944.658422
2029,924569.996712,962837.108565
2030,945431.42378,983097.802064
2031,971509.440082,1008124.53462
