year,Base case cost,Modeled residential ashp
2017,589865.058962,507675.71704
2018,629589.160248,535770.383853
2019,689965.640484,579865.655827
2020,718697.429901,601154.607181
2021,753767.682516,631107.908628
2022,773424.054247,646577.683949
2023,794117.124577,664944.867385
2024,808299.582366,676801.438279
2025,830952.703193,696663.494832
2026,862376.968079,724831.518065
2027,885731.211288,745394.697002
2028,907776.446215,765114.045033
2029,924569.996712,779116.531257
2030,945431.42378,798117.24881
2031,971509.440082,820939.023459
