year,Base case cost,Modeled residential ashp
2017,143155.695836,-54552.0273252
2018,155346.464306,-136313.820104
2019,173901.238731,-242728.752549
2020,182314.021136,-301373.264871
2021,187575.955331,-343719.842591
2022,190339.474809,-378735.788656
2023,191888.584194,-407545.771769
2024,192628.08685,-432153.545406
2025,193684.814164,-458648.013365
2026,195777.145044,-491122.772419
2027,197067.167421,-519402.069431
2028,197576.775971,-543468.474321
2029,199096.444299,-573554.109208
2030,199828.910117,-592231.31553
2031,201587.347178,-624131.19797
