year,annotation,consumption,consumption residential,consumption non-residential
2003,,28325711.0,4168810.0,24156901.0
2004,,29667657.0,4184048.0,25483609.0
2005,,34008093.0,4132835.0,29875258.0
2006,,36225716.0,4153984.0,32071732.0
2007,,35437615.0,4154750.0,31282865.0
2008,,35566527.0,3966890.0,31599637.0
2009,,34157951.0,4006625.0,30151326.0
2010,,34901317.0,3963769.0,30937548.0
2011,,41590006.0,3970684.0,37619322.0
2012,,42244279.0,4036480.0,38207799.0
2013,,47069532.0,3994019.0,43075513.0
2014,start of forecast,43716457.0,4082246.0,39634211.0
2015,,43717908.0,4083696.0,39634211.0
2016,,43719547.0,4085336.0,39634211.0
2017,,43721163.0,4086951.0,39634211.0
2018,,43721636.0,4087425.0,39634211.0
2019,,43722091.0,4087880.0,39634211.0
2020,,43722302.0,4088091.0,39634211.0
2021,,43721936.0,4087725.0,39634211.0
2022,,43721133.0,4086922.0,39634211.0
2023,,43719999.0,4085788.0,39634211.0
2024,,43718478.0,4084267.0,39634211.0
2025,,43716720.0,4082509.0,39634211.0
2026,,43715363.0,4081152.0,39634211.0
2027,,43713594.0,4079383.0,39634211.0
2028,,43711471.0,4077260.0,39634211.0
2029,,43708956.0,4074745.0,39634211.0
2030,,43706276.0,4072064.0,39634211.0
2031,,43703665.0,4069454.0,39634211.0
2032,,43701001.0,4066789.0,39634211.0
2033,,43699021.0,4064810.0,39634211.0
2034,,43696527.0,4062315.0,39634211.0
2035,,43693562.0,4059351.0,39634211.0
2036,,43690949.0,4056738.0,39634211.0
2037,,43687804.0,4053593.0,39634211.0
2038,,43684658.0,4050446.0,39634211.0
2039,,43682210.0,4047998.0,39634211.0
2040,,43679508.0,4045296.0,39634211.0
