year,Base case cost,Modeled non-residential ashp
2017,111133.421044,135649.342798
2018,121676.055925,145630.034392
2019,136435.744758,159603.002624
2020,143062.543826,165876.580198
2021,147882.034057,170439.18207
2022,151496.65173,173861.133473
2023,153906.396846,176142.434409
2024,156014.923822,178138.572728
2025,158424.668937,180419.873664
2026,161135.632192,182986.337217
2027,163846.595447,185552.80077
2028,165653.904284,187263.776472
2029,168666.085679,190115.402641
2030,170172.176376,191541.215726
2031,173184.35777,194392.841896
