year,Base case cost,Modeled non-residential ashp
2017,280991.719425,358066.239833
2018,297169.728853,372028.875534
2019,318740.408091,391137.638209
2020,328926.562175,399482.13504
2021,336116.788588,405016.444096
2022,341509.458397,408876.245591
2023,345104.571603,411060.834149
2024,348100.499275,412705.923453
2025,351695.612482,414947.243325
2026,355889.911222,417784.136824
2027,359485.024428,420079.559894
2028,362480.9521,421832.886027
2029,366675.250841,424748.107185
2030,369071.992979,425983.619581
2031,373865.477254,429516.248576
