year,annotation,consumption,consumption residential,consumption non-residential
2003,,575147.0,267863.0,307284.0
2004,,541534.0,228465.0,313069.0
2005,,536601.0,229496.0,307105.0
2006,,499525.0,209794.0,289731.0
2007,,478837.0,204937.0,273900.0
2008,,502445.0,222479.0,279966.0
2009,,515569.0,225777.0,289792.0
2010,,540808.0,227345.0,313463.0
2011,,535407.0,234491.0,300916.0
2012,,558561.0,228084.0,330477.0
2013,,545212.0,218473.0,326739.0
2014,,561933.0,203991.0,357942.0
2015,,554597.0,187603.0,366994.0
2016,start of forecast,581606.0,231047.0,350558.0
2017,,584792.0,234233.0,350558.0
2018,,587986.0,237427.0,350558.0
2019,,591274.0,240715.0,350558.0
2020,,594568.0,244010.0,350558.0
2021,,597805.0,247247.0,350558.0
2022,,601029.0,250471.0,350558.0
2023,,604222.0,253664.0,350558.0
2024,,607444.0,256885.0,350558.0
2025,,610649.0,260091.0,350558.0
2026,,613862.0,263304.0,350558.0
2027,,617006.0,266447.0,350558.0
2028,,620106.0,269548.0,350558.0
2029,,623632.0,273074.0,350558.0
2030,,627045.0,276487.0,350558.0
2031,,630311.0,279753.0,350558.0
2032,,633193.0,282634.0,350558.0
2033,,635939.0,285381.0,350558.0
2034,,638687.0,288128.0,350558.0
2035,,641528.0,290970.0,350558.0
2036,,644522.0,293964.0,350558.0
2037,,647665.0,297107.0,350558.0
2038,,650741.0,300183.0,350558.0
2039,,653613.0,303055.0,350558.0
2040,,656333.0,305775.0,350558.0
