year,Base case cost,Modeled non-residential ashp
2017,78940.9331876,94116.156372
2018,88779.4494367,101746.348468
2019,101163.87076,111297.365829
2020,107354.79076,115926.752014
2021,111482.07076,118921.036557
2022,114921.47076,121374.76148
2023,116981.709437,122737.013725
2024,117876.493188,123010.552998
2025,120263.751864,124642.366111
2026,122992.390541,126551.473597
2027,125037.849218,127923.961868
2028,127083.187895,129302.222047
2029,128552.396353,130039.842082
2030,129897.182383,130869.449862
2031,131670.784811,131852.306354
