year,Base case cost,Modeled residential ashp
2017,78940.9331876,91703.4350501
2018,88779.4494367,100159.089308
2019,101163.87076,110826.921268
2020,107354.79076,115993.584621
2021,111482.07076,119332.635624
2022,114921.47076,122067.60954
2023,116981.709437,123583.06157
2024,117876.493188,123978.491507
2025,120263.751864,125797.626779
2026,122992.390541,127927.212032
2027,125037.849218,129456.549782
2028,127083.187895,130992.519036
2029,128552.396353,131920.94185
2030,129897.182383,132845.409414
2031,131670.784811,134052.943276
