year,Base case cost,Modeled non-residential ashp
2017,32194.1002784,113293.833513
2018,34261.3108225,114861.138703
2019,36919.1529505,117192.760189
2020,38159.479277,117771.045492
2021,39045.426653,117928.022497
2022,39636.058237,117737.186936
2023,40108.5635042,117420.111268
2024,40462.9424546,116976.283897
2025,40876.3845634,116627.301557
2026,41407.952989,116446.708534
2027,41821.3950978,116137.900164
2028,42175.7740483,115774.443267
2029,42648.2793155,115577.979834
2030,42943.5951075,115177.905792
2031,43416.1003747,115017.980343
