year,Base case cost,Modeled residential ashp
2017,47221.4587602,336235.109248
2018,50253.5887657,335635.86962
2019,54152.0416299,336317.60565
2020,55971.3196332,334296.737648
2021,57270.8039213,331678.33368
2022,58137.12678,328577.021267
2023,58830.185067,325341.66217
2024,60847.5183839,323467.448771
2025,61469.2459398,320323.576564
2026,62268.6099402,317511.505754
2027,62890.3374961,314551.953879
2028,63423.2468297,311562.060555
2029,64133.7926079,308897.564369
2030,66167.2326496,307549.407467
2031,66895.265919,305070.037009
