year,Base case cost,Modeled residential ashp
2017,174536.614674,189912.088505
2018,194588.128803,197674.272462
2019,223328.632389,208800.069467
2020,236696.308475,213974.858772
2021,239781.686454,210915.571665
2022,246277.505766,213314.947586
2023,251474.161215,215234.448322
2024,255371.652802,216674.073875
2025,252395.489168,210830.399867
2026,258703.289748,213041.757056
2027,263118.750154,214589.707089
2028,258947.750267,207960.841168
2029,264455.553932,209781.84578
2030,259296.538397,202574.60855
2031,264635.125203,204226.396305
