year,Base case cost,Modeled non-residential ashp
2017,275103.550283,274356.118008
2018,310146.373889,306478.040782
2019,355776.747858,348224.397467
2020,377557.880505,367989.988775
2021,392081.623151,381071.96244
2022,407247.426757,394965.056334
2023,414558.488081,401415.020988
2024,421873.730727,407876.074973
2025,429185.14205,414340.04374
2026,438584.533373,422736.764801
2027,446940.174697,430177.077294
2028,454247.684697,436656.449112
2029,463643.054697,445068.000776
2030,468862.704697,449633.455578
2031,479302.004697,459019.872449
