year,Base case cost,Modeled residential ashp
2017,1832653.53244,2789302.77055
2018,1965435.45706,2886514.90767
2019,2154765.53137,3036903.82846
2020,2248608.37293,3100525.6615
2021,2305570.86146,3130062.56791
2022,2349130.41151,3147853.19324
2023,2390359.46728,3164957.5453
2024,2417290.09025,3168551.01511
2025,2444220.71323,3172638.66657
2026,2492743.78181,3197956.83742
2027,2534814.87319,3217857.33653
2028,2570340.42786,3232235.55848
2029,2604471.50413,3244824.23209
2030,2636942.59596,3257317.87682
2031,2686822.27747,3286241.20299
