year,Base case cost,Modeled non-residential ashp
2017,739272.919383,868869.341575
2018,792483.767769,918178.923497
2019,870642.622964,991079.549982
2020,905603.948744,1023496.57155
2021,922040.616011,1038237.036
2022,940548.737188,1055388.19493
2023,952116.312924,1066107.66926
2024,968534.335149,1081847.21037
2025,972937.949249,1085402.72306
2026,989132.555279,1100409.98712
2027,1000700.13101,1111129.46145
2028,1002428.19197,1112179.04128
2029,1008576.40435,1117309.53198
2030,1009994.14702,1118048.79352
2031,1015763.0815,1122800.00632
