year,Base case cost,Modeled residential ashp
2017,524139.773376,807546.394349
2018,573234.230535,852041.2419
2019,640511.819975,913015.662619
2020,667831.483385,937098.563712
2021,681955.678542,949178.487933
2022,699749.414443,965268.664721
2023,702652.213129,967149.327938
2024,705321.373986,968796.353327
2025,715763.977699,978216.821572
2026,721524.610081,982614.606663
2027,725272.231045,985169.736247
2028,727065.250048,985940.619782
2029,730287.1859,987970.064254
2030,729950.374572,986781.473369
2031,734289.710168,989757.961674
