year,Base case cost,Modeled non-residential ashp
2017,166671.063942,245294.78575
2018,182282.597018,260469.531825
2019,203676.179381,281264.554225
2020,214662.073026,291943.07924
2021,221600.532171,298687.410829
2022,227382.581458,304307.687153
2023,230851.811031,307679.852948
2024,234321.040603,311052.018742
2025,237790.270175,314424.184537
2026,242415.909605,318920.405596
2027,246463.344106,322854.599023
2028,249932.573679,326226.764817
2029,253980.00818,330160.958244
2030,256871.032823,332971.096406
2031,261496.672253,337467.317465
