year,Base case cost,Modeled non-residential ashp
2017,569861.152804,484895.886585
2018,600363.540777,512152.784758
2019,643344.178376,550560.232184
2020,664141.261085,569144.480939
2021,678005.982891,581533.980108
2022,687711.288155,590206.629527
2023,694643.649058,596401.379112
2024,701576.009961,602596.128697
2025,708508.370864,608790.878282
2026,716827.203947,616224.577783
2027,723759.56485,622419.327368
2028,730691.925753,628614.076953
2029,739010.758837,636047.776455
2030,743170.175379,639764.626206
2031,752875.480643,648437.275624
