year,Base case cost,Modeled residential ashp
2017,182934.475914,69555.9689848
2018,197308.806369,80787.4697285
2019,211434.344856,90484.4754409
2020,223338.678411,100245.970557
2021,233176.358373,108655.091559
2022,236514.157442,110992.899356
2023,244200.520184,117964.982618
2024,246637.577142,119687.760097
2025,254482.684184,126818.587658
2026,262942.198056,134420.966155
2027,265485.084547,136249.573167
2028,273605.348374,143655.557513
2029,282361.184938,151554.258702
2030,289623.038468,158387.544544
2031,299152.026162,166916.540967
