year,Base case cost,Modeled non-residential ashp
2017,651044.017205,689090.141584
2018,697680.803057,734234.920617
2019,761283.40891,796129.089876
2020,794123.535066,827735.251429
2021,819047.121223,851563.057546
2022,844651.418555,876169.790875
2023,860349.69532,890948.5158
2024,874760.732085,904478.065707
2025,890688.458089,919522.432964
2026,909570.562573,937499.133843
2027,925791.968729,952871.69767
2028,940713.015494,966980.309842
2029,966599.642218,992011.503948
2030,985174.595139,1009845.67591
2031,1005036.93054,1028883.9712
