year,Base case cost,Modeled transmission and interties
2021,189283.171472,1630734.09557
2022,193454.582407,1613964.52972
2023,196065.914454,1596656.58014
2024,198142.019436,1578812.81013
2025,200688.548207,1561890.97071
2026,203537.492269,1545701.40872
2027,206000.816832,1529596.17784
2028,207940.114896,1513414.88649
2029,210968.268021,1498706.45039
2030,210819.460496,1481777.80504
2031,213734.007876,1467772.11235
2032,216590.952343,1454104.27771
2033,219390.293897,1440765.07112
2034,222980.875461,1428578.63795
2035,223883.321095,1414130.48216
2036,226516.254235,1402180.1339
2037,227711.514675,1388729.82739
2038,230642.062864,1377316.1769
2039,232664.565136,1365344.65285
2040,235538.310453,1354525.82769
