year,Base case cost,Modeled residential energy efficiency
2017,336895.697578,316894.873246
2018,358869.813637,333189.817596
2019,379805.196411,346745.904116
2020,394901.459378,357589.734678
2021,404435.941252,364101.560806
2022,402412.092266,359422.233605
2023,407063.437238,362129.579078
2024,401513.739731,354657.199049
2025,406049.188738,357290.782891
2026,401624.987684,350640.221056
2027,406781.1329,353762.271009
2028,400478.111621,345616.954678
2029,405499.044878,348642.113622
2030,398131.059524,339641.668556
2031,392605.846803,331984.8147
2032,398035.000333,335299.96009
2033,404142.798053,339138.556851
2034,398639.485722,331382.859687
2035,402595.454904,333620.103639
2036,396628.558712,325433.28173
