year,Base case cost,Modeled non-residential ashp
2017,651875.882255,958453.648483
2018,712934.962675,1013555.18394
2019,796608.517326,1090738.0657
2020,839576.018362,1128451.04401
2021,866713.387438,1150871.77056
2022,889327.861668,1168988.89708
2023,902896.546206,1178403.89862
2024,916465.230744,1187907.35451
2025,930033.915282,1197497.19158
2026,948125.494666,1211567.73638
2027,963955.626627,1223522.48517
2028,977524.311164,1233359.50716
2029,993354.443125,1245473.26791
2030,1004661.68024,1253267.39949
2031,1022753.25962,1267730.98145
