year,Base case cost,Modeled non-residential ashp
2017,22680.7289075,73452.3542066
2018,24177.1424465,73884.3485181
2019,26187.9481394,74721.5764552
2020,27123.2066013,74761.7654883
2021,27777.8875245,74605.4847652
2022,28292.2796786,74358.4169956
2023,28619.6201402,73984.8548458
2024,28900.1976788,73590.4979177
2025,29227.5381404,73245.704441
2026,29648.4044482,72985.490961
2027,29975.7449099,72668.1334738
2028,30256.3224484,72328.6639151
2029,30630.4258332,72072.8210821
2030,30864.2404486,71723.5536133
2031,31285.1067564,71528.0133098
