year,Base case cost,Modeled residential ashp
2017,261014.356775,316313.18077
2018,278104.587076,326505.596448
2019,309140.439434,348867.141826
2020,320153.541689,354897.709841
2021,327662.475045,358450.255512
2022,333169.026172,360604.803465
2023,337173.790629,361720.691553
2024,340177.363971,362157.281472
2025,343681.53287,362994.66943
2026,348186.892884,364592.263164
2027,352191.65734,365868.070205
2028,355195.230682,366460.830978
2029,368541.042465,377011.892517
2030,371105.536564,377378.516265
2031,375721.625942,379270.853713
