year,Base case cost,Modeled non-residential ashp
2017,148151.618914,158912.28568
2018,157852.025121,167326.45428
2019,171155.439348,179009.918794
2020,177252.837536,184180.238642
2021,181410.154482,187602.924918
2022,184458.853575,190030.266548
2023,186676.08928,191712.903593
2024,188339.016058,192901.480491
2025,190279.0973,194348.29929
2026,192773.487467,196304.012866
2027,194990.723172,198015.971487
2028,196653.64995,199233.182734
2029,199148.040118,201209.618108
2030,200533.812433,202189.332843
2031,203028.202601,204178.785951
