year,Base case cost,Modeled residential energy efficiency
2017,406526.280902,397285.452197
2018,429133.339227,415457.783537
2019,471224.848071,451906.454544
2020,485778.67397,463311.23786
2021,495701.737083,470774.666854
2022,502978.650033,475995.962626
2023,508270.95036,479541.157527
2024,512240.175605,481976.297232
2025,516870.938391,485000.642853
2026,522824.776259,489180.265798
2027,528117.076586,492814.845069
2028,532086.301831,495337.274199
2029,550705.463305,512245.389419
2030,554091.258953,514319.96116
2031,560185.69112,518743.030545
2032,566280.123286,523185.24687
2033,572374.555453,527646.161368
2034,578468.987619,532125.335802
2035,582531.942397,534875.673815
2036,589303.533693,539972.317056
