year,Base case cost,Modeled residential ashp
2017,180440.734178,212072.045608
2018,197562.223645,227715.375087
2019,221527.143645,249833.487578
2020,232286.903645,259493.200048
2021,240112.183645,266393.456271
2022,245976.114178,271452.687153
2023,249888.674178,274680.602663
2024,253312.164178,277457.604362
2025,257219.464712,280701.892076
2026,261621.004712,284423.644245
2027,266017.105246,288150.149419
2028,264678.319838,286233.358557
2029,269491.119838,290369.024981
2030,271891.870371,292238.194947
2031,276698.820905,296386.774388
