year,Base case cost,Modeled non-residential ashp
2017,180440.734178,204198.620933
2018,197562.223645,220392.612981
2019,221527.143645,243213.829643
2020,232286.903645,253271.745708
2021,240112.183645,260499.684371
2022,245976.114178,265838.474114
2023,249888.674178,269297.906852
2024,253312.164178,272291.934667
2025,257219.464712,275761.149198
2026,261621.004712,279715.805201
2027,266017.105246,283672.108921
2028,264678.319838,281948.613595
2029,269491.119838,286319.241455
2030,271891.870371,288364.696663
2031,276698.820905,292742.52127
