year,Base case cost,Modeled residential ashp
2017,287760.778114,451121.695881
2018,310597.991626,473507.212376
2019,333927.964716,496230.217599
2020,345321.672504,507327.49922
2021,352917.477695,514725.686967
2022,358343.052833,520010.106786
2023,369455.623177,531009.752877
2024,379604.647604,541074.084113
2025,383544.380827,544915.008613
2026,388609.752114,549853.340114
2027,392549.485337,553694.264615
2028,395926.399528,556986.485615
2029,400428.951783,561376.113616
2030,403243.046942,564119.631116
2031,415657.981732,576407.52612
