year,Base case cost,Modeled non-residential ashp
2017,287760.778114,678290.495277
2018,310597.991626,701303.713498
2019,333927.964716,724870.192915
2020,345321.672504,736379.403793
2021,352917.477695,744052.211045
2022,358343.052833,749532.787653
2023,369455.623177,760689.359175
2024,379604.647604,770871.384484
2025,383544.380827,774849.618738
2026,388609.752114,779964.491349
2027,392549.485337,783942.725602
2028,395926.399528,787352.640676
2029,400428.951783,791899.194108
2030,403243.046942,794740.790003
2031,415657.981732,807205.226117
