year,Base case cost,Modeled non-residential ashp
2017,304808.059923,421026.7636
2018,334838.77103,451279.836141
2019,375444.630517,492193.580689
2020,398009.939956,514901.429509
2021,409247.94446,526236.360791
2022,424456.091074,541518.627883
2023,437208.361921,554322.212907
2024,449456.540835,566616.004423
2025,462575.068378,579785.846143
2026,476595.337981,593863.131498
2027,490101.051173,607420.158867
2028,503060.814525,620425.53482
2029,517677.559317,635099.295365
2030,529482.636124,646938.581623
2031,545241.805948,662760.468774
