year,Base case cost,Modeled non-residential ashp
2017,99498.943067,158934.181072
2018,107499.839757,166579.863358
2019,118967.79168,177844.237419
2020,124301.722807,182749.361446
2021,128302.171153,186283.663748
2022,130969.136716,188446.793874
2023,133102.709167,190069.87412
2024,134702.888505,191152.57027
2025,136836.460956,192803.175314
2026,139236.729963,194744.215675
2027,141103.605857,196143.91557
2028,142970.481752,197556.280717
2029,145104.054202,199258.169111
2030,146437.536984,200140.671504
2031,149104.502548,202420.74354
