year,Base case cost,Modeled transmission and interties
2021,95602.9410819,810214.68785
2022,98609.322877,812324.100857
2023,100834.687337,811571.166338
2024,102635.306754,809837.748701
2025,104549.334167,808592.713762
2026,107053.939072,810046.563875
2027,108951.918184,810007.125885
2028,110345.980632,807844.499183
2029,113022.837305,809358.971607
2030,114509.979901,806866.712605
2031,116976.068882,809020.432835
2032,119216.946701,810706.564424
2033,121438.566558,812484.450186
2034,123934.612368,815156.89611
2035,125301.927647,813083.989833
2036,127753.038214,815910.554597
2037,129022.993798,814733.795963
2038,131435.588441,816832.346488
2039,133003.507488,817622.088802
2040,135656.291708,821517.771917
