year,Base case cost,Modeled non-residential ashp
2017,1008265.40352,1114476.80223
2018,1097272.98571,1199482.92726
2019,1212382.44805,1309961.87794
2020,1281226.41024,1375632.64327
2021,1336333.39259,1428040.35238
2022,1385843.25509,1475078.24754
2023,1435734.19241,1522723.51283
2024,1475331.81506,1560239.37612
2025,1517803.3977,1600607.96116
2026,1572265.35503,1652883.34571
2027,1618511.05767,1697042.16844
2028,1667099.41515,1743703.83699
2029,1717234.9281,1791764.99685
2030,1764531.37573,1837268.34127
2031,1823015.40335,1893748.51384
