year,Base case cost,Modeled residential ashp
2017,1008265.40352,1445880.91932
2018,1097272.98571,1517879.23408
2019,1212382.44805,1613439.5809
2020,1281226.41024,1668675.7353
2021,1336333.39259,1712118.11151
2022,1385843.25509,1750903.62368
2023,1435734.19241,1791005.97835
2024,1475331.81506,1821496.81556
2025,1517803.3977,1854790.36735
2026,1572265.35503,1899749.28099
2027,1618511.05767,1936911.60762
2028,1667099.41515,1977081.8581
2029,1717234.9281,2018212.70264
2030,1764531.37573,2057661.23147
2031,1823015.40335,2107453.67732
