year,Base case cost,Modeled residential ashp
2017,1001607.17346,1462040.25696
2018,1079520.90383,1511276.18
2019,1177216.44032,1570319.01963
2020,1224488.4741,1598888.13558
2021,1256003.16328,1617934.21289
2022,1281214.91463,1633171.07473
2023,1296972.25923,1642694.11338
2024,1309578.1349,1650312.5443
2025,1325335.4795,1659835.58295
2026,1347395.76193,1673167.83706
2027,1355802.98348,1675340.75267
2028,1360922.79432,1675473.11875
2029,1379627.69514,1686696.85245
2030,1384509.60785,1686591.3204
2031,1387732.59729,1682333.14271
